,Month,Package,Low Price,High Price,Price
545,10,1/2 bushel cartons,15.0,18.0,264.0
546,11,1/2 bushel cartons,15.0,18.0,264.0
547,11,1/2 bushel cartons,15.0,18.0,264.0
548,9,1/2 bushel cartons,15.0,18.0,264.0
549,9,1/2 bushel cartons,15.0,18.0,264.0
550,10,1/2 bushel cartons,15.0,18.0,264.0
551,10,1/2 bushel cartons,15.0,18.0,264.0
552,10,1/2 bushel cartons,15.0,18.0,264.0
553,10,1/2 bushel cartons,15.0,18.0,264.0
554,10,1/2 bushel cartons,15.0,18.0,264.0
555,10,1/2 bushel cartons,15.0,18.0,264.0
556,10,1/2 bushel cartons,15.0,18.0,264.0
557,10,1/2 bushel cartons,15.0,18.0,264.0
558,10,1/2 bushel cartons,15.0,18.0,264.0
559,10,1/2 bushel cartons,15.0,18.0,264.0
560,11,1/2 bushel cartons,15.0,18.0,264.0
561,11,1/2 bushel cartons,15.0,18.0,264.0
667,9,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
668,9,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
669,9,1 1/9 bushel cartons,17.0,18.0,11.481749999999998
670,10,1 1/9 bushel cartons,17.0,18.0,11.481749999999998
671,10,1 1/9 bushel cartons,17.0,18.0,11.481749999999998
672,10,1 1/9 bushel cartons,17.0,18.0,11.481749999999998
673,10,1 1/9 bushel cartons,17.0,18.0,11.481749999999998
674,10,1 1/9 bushel cartons,17.0,18.0,11.481749999999998
675,10,1 1/9 bushel cartons,17.0,18.0,11.481749999999998
676,10,1 1/9 bushel cartons,17.0,18.0,11.481749999999998
677,10,1 1/9 bushel cartons,17.0,18.0,11.481749999999998
678,10,1 1/9 bushel cartons,17.0,18.0,11.481749999999998
679,10,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
680,10,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
681,10,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
682,10,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
683,10,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
684,10,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
685,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
686,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
687,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
688,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
689,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
690,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
691,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
692,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
693,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
694,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
695,11,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
696,12,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
697,12,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
698,12,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
699,12,1 1/9 bushel cartons,17.0,17.0,11.153699999999997
700,8,1 1/9 bushel cartons,20.0,20.0,13.121999999999998
701,9,1 1/9 bushel cartons,20.0,20.0,13.121999999999998
702,9,1 1/9 bushel cartons,18.0,18.0,11.809799999999997
703,9,1 1/9 bushel cartons,20.0,20.0,13.121999999999998
704,9,1 1/9 bushel cartons,18.0,18.0,11.809799999999997
705,9,1 1/9 bushel cartons,18.0,20.0,12.465899999999998
706,9,1 1/9 bushel cartons,17.0,19.0,11.809799999999997
707,9,1 1/9 bushel cartons,18.0,20.0,12.465899999999998
708,9,1 1/9 bushel cartons,17.0,19.0,11.809799999999997
709,9,1 1/9 bushel cartons,18.0,20.0,12.465899999999998
710,9,1 1/9 bushel cartons,17.0,19.0,11.809799999999997
711,10,1 1/9 bushel cartons,22.5,22.5,14.762249999999996
712,10,1 1/9 bushel cartons,22.5,22.5,14.762249999999996
713,10,1 1/9 bushel cartons,22.5,22.5,14.762249999999996
714,10,1 1/9 bushel cartons,22.5,22.5,14.762249999999996
715,11,1 1/9 bushel cartons,22.5,22.5,14.762249999999996
716,11,1 1/9 bushel cartons,22.5,22.5,14.762249999999996
717,11,1 1/9 bushel cartons,22.5,22.5,14.762249999999996
718,11,1 1/9 bushel cartons,22.5,22.5,14.762249999999996
719,12,1 1/9 bushel cartons,22.5,22.5,14.762249999999996
760,9,1/2 bushel cartons,19.0,19.0,304.0
761,9,1/2 bushel cartons,18.0,20.0,304.0
762,9,1/2 bushel cartons,17.0,19.0,288.0
763,9,1/2 bushel cartons,19.0,19.0,304.0
764,9,1/2 bushel cartons,18.0,20.0,304.0
765,9,1/2 bushel cartons,17.0,19.0,288.0
766,9,1/2 bushel cartons,19.0,19.0,304.0
767,9,1/2 bushel cartons,18.0,20.0,304.0
768,9,1/2 bushel cartons,17.0,19.0,288.0
769,9,1/2 bushel cartons,17.0,17.0,272.0
770,9,1/2 bushel cartons,17.0,17.0,272.0
771,9,1/2 bushel cartons,17.0,17.0,272.0
772,9,1/2 bushel cartons,17.0,18.0,280.0
773,9,1/2 bushel cartons,17.0,18.0,280.0
774,10,1/2 bushel cartons,17.0,18.0,280.0
775,10,1/2 bushel cartons,17.0,18.0,280.0
776,10,1/2 bushel cartons,17.0,18.0,280.0
777,10,1/2 bushel cartons,17.0,18.0,280.0
778,10,1/2 bushel cartons,17.0,18.0,280.0
779,10,1/2 bushel cartons,17.0,18.0,280.0
780,10,1/2 bushel cartons,17.0,18.0,280.0
781,10,1/2 bushel cartons,17.0,18.0,280.0
782,10,1/2 bushel cartons,17.0,18.0,280.0
783,10,1/2 bushel cartons,17.0,18.0,280.0
784,10,1/2 bushel cartons,17.0,18.0,280.0
785,10,1/2 bushel cartons,17.0,18.0,280.0
786,10,1/2 bushel cartons,17.0,17.0,272.0
787,10,1/2 bushel cartons,17.0,17.0,272.0
788,10,1/2 bushel cartons,17.0,17.0,272.0
789,10,1/2 bushel cartons,17.0,17.0,272.0
790,10,1/2 bushel cartons,17.0,17.0,272.0
791,10,1/2 bushel cartons,17.0,17.0,272.0
792,10,1/2 bushel cartons,17.0,17.0,272.0
793,10,1/2 bushel cartons,17.0,17.0,272.0
794,11,1/2 bushel cartons,17.0,17.0,272.0
795,11,1/2 bushel cartons,17.0,17.0,272.0
796,11,1/2 bushel cartons,17.0,17.0,272.0
797,11,1/2 bushel cartons,17.0,17.0,272.0
798,11,1/2 bushel cartons,17.0,17.0,272.0
799,11,1/2 bushel cartons,17.0,17.0,272.0
800,11,1/2 bushel cartons,17.0,18.0,280.0
801,11,1/2 bushel cartons,17.0,17.0,272.0
802,11,1/2 bushel cartons,17.0,17.0,272.0
803,11,1/2 bushel cartons,17.0,17.0,272.0
804,11,1/2 bushel cartons,17.0,17.0,272.0
805,11,1/2 bushel cartons,17.0,18.0,280.0
806,9,1/2 bushel cartons,19.0,19.0,304.0
807,9,1/2 bushel cartons,17.0,19.0,288.0
808,9,1/2 bushel cartons,17.0,19.0,288.0
809,9,1/2 bushel cartons,17.0,19.0,288.0
936,9,1 1/9 bushel cartons,20.0,20.0,13.121999999999998
977,9,bushel cartons,19.0,19.0,19.0
978,10,bushel cartons,19.0,19.0,19.0
979,10,bushel cartons,19.0,19.0,19.0
980,10,bushel cartons,19.0,19.0,19.0
981,10,bushel cartons,19.0,19.0,19.0
982,10,bushel cartons,19.0,19.0,19.0
983,11,bushel cartons,19.0,19.0,19.0
984,9,bushel cartons,20.0,20.0,20.0
1019,9,1/2 bushel cartons,18.0,18.0,288.0
1020,9,1/2 bushel cartons,18.0,18.0,288.0
1021,9,1/2 bushel cartons,18.0,18.0,288.0
1022,10,1/2 bushel cartons,18.0,18.0,288.0
1023,10,1/2 bushel cartons,18.0,18.0,288.0
1024,10,1/2 bushel cartons,18.0,18.0,288.0
1025,10,1/2 bushel cartons,18.0,18.0,288.0
1026,10,1/2 bushel cartons,18.0,18.0,288.0
1027,10,1/2 bushel cartons,18.0,18.0,288.0
1028,10,1/2 bushel cartons,18.0,18.0,288.0
1029,10,1/2 bushel cartons,18.0,18.0,288.0
1030,10,1/2 bushel cartons,18.0,18.0,288.0
1031,10,1/2 bushel cartons,18.0,18.0,288.0
1032,10,1/2 bushel cartons,18.0,18.0,288.0
1033,10,1/2 bushel cartons,18.0,18.0,288.0
1034,10,1/2 bushel cartons,18.0,18.0,288.0
1035,10,1/2 bushel cartons,18.0,18.0,288.0
1036,10,1/2 bushel cartons,18.0,18.0,288.0
1037,9,1/2 bushel cartons,17.0,17.0,272.0
1038,9,1/2 bushel cartons,17.0,17.0,272.0
1039,9,1/2 bushel cartons,17.0,17.0,272.0
1040,9,1/2 bushel cartons,17.0,17.0,272.0
1041,9,1/2 bushel cartons,17.0,17.0,272.0
1042,9,1/2 bushel cartons,17.0,17.0,272.0
1043,9,1/2 bushel cartons,15.0,15.0,240.0
1044,9,1/2 bushel cartons,15.0,15.0,240.0
1045,9,1/2 bushel cartons,15.0,15.0,240.0
1046,9,1/2 bushel cartons,15.0,15.0,240.0
1047,9,1/2 bushel cartons,15.0,15.0,240.0
1048,9,1/2 bushel cartons,15.0,15.0,240.0
1049,9,1/2 bushel cartons,21.0,21.0,336.0
1050,9,1/2 bushel cartons,15.0,15.0,240.0
1051,9,1/2 bushel cartons,15.0,15.0,240.0
1052,9,1/2 bushel cartons,15.0,15.0,240.0
1056,9,bushel cartons,28.0,28.0,28.0
1057,9,bushel cartons,28.0,28.0,28.0
1058,10,bushel cartons,30.0,30.0,30.0
1059,10,bushel cartons,28.0,28.0,28.0
1060,10,bushel cartons,28.0,28.0,28.0
1061,10,bushel cartons,30.0,30.0,30.0
1062,10,bushel cartons,28.0,28.0,28.0
1063,10,bushel cartons,28.0,28.0,28.0
1064,10,bushel cartons,30.0,30.0,30.0
1065,10,bushel cartons,28.0,28.0,28.0
1066,10,bushel cartons,28.0,28.0,28.0
1067,10,bushel cartons,30.0,30.0,30.0
1068,10,bushel cartons,28.0,28.0,28.0
1069,10,bushel cartons,28.0,28.0,28.0
1070,10,bushel cartons,30.0,30.0,30.0
1071,10,bushel cartons,28.0,28.0,28.0
1072,10,bushel cartons,28.0,28.0,28.0
1174,9,1 1/9 bushel cartons,16.0,18.0,11.153699999999997
1175,10,1 1/9 bushel cartons,16.0,18.0,11.153699999999997
1176,10,1 1/9 bushel cartons,16.0,18.0,11.153699999999997
1177,10,1 1/9 bushel cartons,16.0,18.0,11.153699999999997
1178,10,1 1/9 bushel cartons,16.0,18.0,11.153699999999997
1179,10,1 1/9 bushel cartons,16.0,18.0,11.153699999999997
1180,11,1 1/9 bushel cartons,16.0,18.0,11.153699999999997
1212,9,bushel cartons,18.0,20.0,19.0
1213,9,bushel cartons,18.0,20.0,19.0
1214,9,bushel cartons,18.0,20.0,19.0
1215,9,bushel cartons,18.0,20.0,19.0
1220,9,1/2 bushel cartons,15.0,18.0,264.0
1221,9,1/2 bushel cartons,20.0,20.0,320.0
1222,10,1/2 bushel cartons,15.0,18.0,264.0
1223,10,1/2 bushel cartons,20.0,20.0,320.0
1224,10,1/2 bushel cartons,18.0,18.0,288.0
1225,10,1/2 bushel cartons,20.0,20.0,320.0
1226,10,1/2 bushel cartons,15.0,18.0,264.0
1227,10,1/2 bushel cartons,18.0,20.0,304.0
1228,10,1/2 bushel cartons,18.0,20.0,304.0
1229,10,1/2 bushel cartons,15.0,18.0,264.0
1230,10,1/2 bushel cartons,15.0,16.0,248.0
1231,10,1/2 bushel cartons,18.0,18.0,288.0
1232,11,1/2 bushel cartons,15.0,16.0,248.0
1233,11,1/2 bushel cartons,18.0,18.0,288.0
1234,10,1 1/9 bushel crates,18.0,18.0,11.809799999999997
1235,10,1 1/9 bushel crates,18.0,18.0,11.809799999999997
1236,9,1/2 bushel cartons,24.0,24.0,384.0
1237,9,1/2 bushel cartons,18.0,18.0,288.0
1238,9,1/2 bushel cartons,16.0,20.0,288.0
1239,9,1/2 bushel cartons,24.0,24.0,384.0
1240,9,1/2 bushel cartons,16.0,18.0,272.0
1241,9,1/2 bushel cartons,16.0,18.0,272.0
1242,9,bushel cartons,32.0,32.0,32.0
1243,10,1 1/9 bushel crates,18.0,18.0,11.809799999999997
1244,10,1 1/9 bushel crates,18.0,18.0,11.809799999999997
1245,10,1 1/9 bushel crates,18.0,18.0,11.809799999999997
1246,10,1 1/9 bushel crates,18.0,18.0,11.809799999999997
1257,10,1 1/9 bushel cartons,12.0,12.0,7.873199999999999
1258,10,1 1/9 bushel cartons,12.0,12.0,7.873199999999999
1259,11,1 1/9 bushel cartons,12.0,12.0,7.873199999999999
1260,9,1 1/9 bushel cartons,22.0,22.0,14.434199999999999
1261,9,1 1/9 bushel cartons,20.0,20.0,13.121999999999998
1262,9,1 1/9 bushel cartons,22.0,22.0,14.434199999999999
1263,9,1 1/9 bushel cartons,15.0,20.0,11.481749999999998
1264,9,1 1/9 bushel cartons,15.0,15.0,9.841499999999998
1283,9,1 1/9 bushel cartons,20.0,20.0,13.121999999999998
1284,9,1 1/9 bushel cartons,20.0,20.0,13.121999999999998
1514,10,bushel cartons,16.0,18.0,17.0
1515,10,bushel cartons,16.0,18.0,17.0
1516,10,bushel cartons,16.0,18.0,17.0
1517,11,bushel cartons,16.0,18.0,17.0
1518,11,bushel cartons,16.0,18.0,17.0
1533,9,1/2 bushel cartons,20.0,26.0,368.0
1534,10,1/2 bushel cartons,20.0,20.0,320.0
1535,10,1/2 bushel cartons,20.0,20.0,320.0
1536,10,1/2 bushel cartons,20.0,20.0,320.0
1537,10,1/2 bushel cartons,20.0,22.0,336.0
1538,10,1/2 bushel cartons,20.0,22.0,336.0
1539,10,1/2 bushel cartons,20.0,22.0,336.0
1540,10,1/2 bushel cartons,20.0,22.0,336.0
1541,10,1/2 bushel cartons,20.0,22.0,336.0
1542,10,1/2 bushel cartons,20.0,22.0,336.0
1543,10,1/2 bushel cartons,20.0,22.0,336.0
1544,10,1/2 bushel cartons,20.0,22.0,336.0
1545,10,1/2 bushel cartons,20.0,22.0,336.0
1546,10,1/2 bushel cartons,20.0,20.0,320.0
1547,10,1/2 bushel cartons,20.0,20.0,320.0
1548,10,1/2 bushel cartons,20.0,20.0,320.0
1549,11,1/2 bushel cartons,20.0,20.0,320.0
1550,11,1/2 bushel cartons,20.0,20.0,320.0
1551,11,1/2 bushel cartons,20.0,20.0,320.0
1552,11,1/2 bushel cartons,20.0,20.0,320.0
1553,11,1/2 bushel cartons,20.0,20.0,320.0
1569,10,bushel baskets,25.0,48.0,36.5
1570,10,bushel baskets,45.0,48.0,46.5
1571,10,bushel baskets,45.0,48.0,46.5
1572,10,bushel baskets,45.0,48.0,46.5
1573,10,bushel baskets,45.0,48.0,46.5
1574,11,bushel baskets,45.0,45.0,45.0
1575,9,bushel baskets,48.0,48.0,48.0
1576,9,bushel baskets,48.0,55.0,51.5
1577,9,bushel baskets,46.0,48.0,47.0
1578,9,bushel baskets,46.0,55.0,50.5
1579,9,1/2 bushel cartons,20.0,26.0,368.0
1580,10,1/2 bushel cartons,20.0,20.0,320.0
1581,10,1/2 bushel cartons,20.0,22.0,336.0
1582,10,1/2 bushel cartons,20.0,22.0,336.0
1583,10,1/2 bushel cartons,20.0,22.0,336.0
1584,10,1/2 bushel cartons,20.0,22.0,336.0
1585,11,1/2 bushel cartons,20.0,22.0,336.0
1586,11,1/2 bushel cartons,20.0,22.0,336.0
1625,10,1 1/9 bushel cartons,12.0,14.0,8.529299999999997
1626,10,1 1/9 bushel cartons,12.0,12.0,7.873199999999999
1627,10,1 1/9 bushel cartons,12.0,12.0,7.873199999999999
1628,8,1 1/9 bushel cartons,18.0,20.0,12.465899999999998
1629,9,1 1/9 bushel cartons,18.0,18.0,11.809799999999997
1630,9,1 1/9 bushel cartons,18.0,22.0,13.121999999999998
1642,9,1/2 bushel cartons,17.0,18.0,280.0
1643,10,1/2 bushel cartons,18.0,18.0,288.0
1644,10,1/2 bushel cartons,17.0,18.0,280.0
1645,10,1/2 bushel cartons,15.0,15.0,240.0
1646,10,1/2 bushel cartons,15.0,18.0,264.0
1647,10,1/2 bushel cartons,16.0,18.0,272.0
1648,10,1/2 bushel cartons,16.0,18.0,272.0
1649,11,1/2 bushel cartons,16.0,18.0,272.0
1650,8,1/2 bushel cartons,18.0,20.0,304.0
1651,9,1/2 bushel cartons,16.0,16.0,256.0
1652,9,1/2 bushel cartons,15.0,16.0,248.0
1653,9,1/2 bushel cartons,15.0,18.0,264.0
1719,9,1/2 bushel cartons,15.0,15.0,240.0
1720,9,1/2 bushel cartons,15.0,15.0,240.0
1721,9,1/2 bushel cartons,15.75,15.75,252.0
1722,9,1/2 bushel cartons,12.5,12.5,200.0
1723,9,1/2 bushel cartons,15.0,15.0,240.0
1724,9,1/2 bushel cartons,15.0,15.0,240.0
1725,9,1/2 bushel cartons,15.0,15.75,246.0
1726,9,1/2 bushel cartons,12.5,15.0,220.0
1727,9,1/2 bushel cartons,15.0,15.0,240.0
1728,9,1/2 bushel cartons,15.0,15.0,240.0
1729,9,1/2 bushel cartons,15.0,15.75,246.0
1730,9,1/2 bushel cartons,12.5,15.0,220.0
1731,9,1/2 bushel cartons,15.0,15.0,240.0
1732,9,1/2 bushel cartons,15.0,15.0,240.0
1733,9,1/2 bushel cartons,13.75,15.0,230.0
1734,9,1/2 bushel cartons,10.75,15.0,206.0
1735,9,1/2 bushel cartons,12.0,12.0,192.0
1736,9,1/2 bushel cartons,12.0,12.0,192.0
1737,9,1/2 bushel cartons,15.0,15.0,240.0
1738,9,1/2 bushel cartons,15.0,15.0,240.0
1739,9,1/2 bushel cartons,13.75,15.0,230.0
1740,9,1/2 bushel cartons,10.75,15.0,206.0
1741,9,1/2 bushel cartons,12.0,12.0,192.0
1742,9,1/2 bushel cartons,12.0,12.0,192.0
